2025-06-17 15:17:54,365 p=264510 u=bill n=ansible ERROR| ERROR! the playbook: playbook.yml could not be found
2025-06-17 15:18:22,612 p=264559 u=bill n=ansible INFO| ok: [pbs]
2025-06-17 15:18:22,661 p=264559 u=bill n=ansible INFO| fatal: [dell]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.86.55\". Make sure this host can be reached over ssh: ssh: connect to host 192.168.86.55 port 22: No route to host\r\n", "unreachable": true}
2025-06-17 15:18:23,332 p=264559 u=bill n=ansible INFO| ok: [pve]
2025-06-17 15:18:23,338 p=264559 u=bill n=ansible INFO| TASK [pre-run | update package cache (debian, etc)] ***********************************************************
2025-06-17 15:18:24,790 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:24,939 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:24,995 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:25,047 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:25,689 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:26,347 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:26,456 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:26,466 p=264559 u=bill n=ansible INFO| ok: [pbs]
2025-06-17 15:18:26,571 p=264559 u=bill n=ansible INFO| ok: [pve]
2025-06-17 15:18:27,159 p=264559 u=bill n=ansible INFO| ok: [localhost]
2025-06-17 15:18:27,167 p=264559 u=bill n=ansible INFO| TASK [Include host variables dynamically] *********************************************************************
2025-06-17 15:18:27,184 p=264559 u=bill n=ansible INFO| ok: [wg] => (item=host_vars/wg.yml)
2025-06-17 15:18:27,191 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item=host_vars/photoprism.yml)
2025-06-17 15:18:27,208 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item=host_vars/desktop.yml)
2025-06-17 15:18:27,217 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item=host_vars/samsung.yml)
2025-06-17 15:18:27,234 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item=host_vars/bazarr.yml)
2025-06-17 15:18:27,250 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item=host_vars/sonarr.yml)
2025-06-17 15:18:27,265 p=264559 u=bill n=ansible INFO| ok: [paperless] => (item=host_vars/paperless.yml)
2025-06-17 15:18:27,286 p=264559 u=bill n=ansible INFO| ok: [pve] => (item=host_vars/pve.yml)
2025-06-17 15:18:27,292 p=264559 u=bill n=ansible INFO| ok: [pbs] => (item=host_vars/pbs.yml)
2025-06-17 15:18:27,303 p=264559 u=bill n=ansible INFO| ok: [localhost] => (item=host_vars/localhost.yml)
2025-06-17 15:18:27,306 p=264559 u=bill n=ansible INFO| PLAY [updates] ************************************************************************************************
2025-06-17 15:18:27,325 p=264559 u=bill n=ansible INFO| TASK [Gathering Facts] ****************************************************************************************
2025-06-17 15:18:27,933 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:27,953 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:27,965 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:28,192 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:28,219 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:28,515 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:28,559 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:28,601 p=264559 u=bill n=ansible INFO| TASK [common : Load vault variables] **************************************************************************
2025-06-17 15:18:28,635 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:28,656 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:28,675 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:28,692 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:28,715 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:28,726 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:28,740 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:28,746 p=264559 u=bill n=ansible INFO| TASK [common : include_vars] **********************************************************************************
2025-06-17 15:18:28,781 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:28,792 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:28,803 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:28,847 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:28,859 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:28,859 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:28,868 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:28,874 p=264559 u=bill n=ansible INFO| TASK [common : Load group variables] **************************************************************************
2025-06-17 15:18:28,900 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:28,911 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:28,923 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:28,934 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:28,945 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:28,945 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:28,952 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:28,961 p=264559 u=bill n=ansible INFO| TASK [common : Ensure groups are created] *********************************************************************
2025-06-17 15:18:29,235 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,238 p=264559 u=bill n=ansible INFO| ok: [wg] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,245 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,249 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,278 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,292 p=264559 u=bill n=ansible INFO| fatal: [paperless]: FAILED! => {"msg": "Unexpected templating type error occurred on ({{ group_definitions | selectattr('name', 'in', groups_to_create) | list }}): argument of type 'NoneType' is not iterable. argument of type 'NoneType' is not iterable"}
2025-06-17 15:18:29,292 p=264559 u=bill n=ansible INFO| ...ignoring
2025-06-17 15:18:29,367 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item={'name': 'docs', 'gid': 1787})
2025-06-17 15:18:29,375 p=264559 u=bill n=ansible INFO| ok: [wg] => (item={'name': 'docs', 'gid': 1787})
2025-06-17 15:18:29,398 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item={'name': 'media', 'gid': 1776})
2025-06-17 15:18:29,408 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item={'name': 'docs', 'gid': 1787})
2025-06-17 15:18:29,493 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item={'name': 'ansible', 'gid': 1998})
2025-06-17 15:18:29,497 p=264559 u=bill n=ansible INFO| ok: [wg] => (item={'name': 'data', 'gid': 1997})
2025-06-17 15:18:29,532 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item={'name': 'ansible', 'gid': 1998})
2025-06-17 15:18:29,615 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item={'name': 'data', 'gid': 1997})
2025-06-17 15:18:29,665 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item={'name': 'data', 'gid': 1997})
2025-06-17 15:18:29,672 p=264559 u=bill n=ansible INFO| TASK [common : Create Bill user] ******************************************************************************
2025-06-17 15:18:29,945 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:29,963 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:29,964 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:29,964 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:29,969 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:30,107 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:30,125 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:30,133 p=264559 u=bill n=ansible INFO| TASK [common : Ensure .ssh directory exists] ******************************************************************
2025-06-17 15:18:30,356 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:30,370 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:30,371 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:30,371 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:30,416 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:30,522 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:30,537 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:30,544 p=264559 u=bill n=ansible INFO| TASK [common : Set authorized keys for Bill from vault] *******************************************************
2025-06-17 15:18:30,807 p=264559 u=bill n=ansible INFO| ok: [wg] => (item=None)
2025-06-17 15:18:30,810 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item=None)
2025-06-17 15:18:30,817 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item=None)
2025-06-17 15:18:30,821 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item=None)
2025-06-17 15:18:30,979 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item=None)
2025-06-17 15:18:30,979 p=264559 u=bill n=ansible INFO| ok: [wg] => (item=None)
2025-06-17 15:18:30,995 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item=None)
2025-06-17 15:18:30,995 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item=None)
2025-06-17 15:18:31,141 p=264559 u=bill n=ansible INFO| ok: [wg] => (item=None)
2025-06-17 15:18:31,143 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item=None)
2025-06-17 15:18:31,161 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item=None)
2025-06-17 15:18:31,166 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item=None)
2025-06-17 15:18:31,169 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item=None)
2025-06-17 15:18:31,300 p=264559 u=bill n=ansible INFO| ok: [wg] => (item=None)
2025-06-17 15:18:31,306 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:31,317 p=264559 u=bill n=ansible INFO| ok: [desktop] => (item=None)
2025-06-17 15:18:31,328 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:31,345 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item=None)
2025-06-17 15:18:31,348 p=264559 u=bill n=ansible INFO| ok: [bazarr] => (item=None)
2025-06-17 15:18:31,349 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:31,357 p=264559 u=bill n=ansible INFO| ok: [photoprism] => (item=None)
2025-06-17 15:18:31,358 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:31,491 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item=None)
2025-06-17 15:18:31,513 p=264559 u=bill n=ansible INFO| ok: [paperless] => (item=None)
2025-06-17 15:18:31,523 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item=None)
2025-06-17 15:18:31,651 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item=None)
2025-06-17 15:18:31,682 p=264559 u=bill n=ansible INFO| ok: [paperless] => (item=None)
2025-06-17 15:18:31,695 p=264559 u=bill n=ansible INFO| ok: [samsung] => (item=None)
2025-06-17 15:18:31,695 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:31,862 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item=None)
2025-06-17 15:18:31,905 p=264559 u=bill n=ansible INFO| ok: [paperless] => (item=None)
2025-06-17 15:18:32,021 p=264559 u=bill n=ansible INFO| ok: [sonarr] => (item=None)
2025-06-17 15:18:32,022 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:32,074 p=264559 u=bill n=ansible INFO| ok: [paperless] => (item=None)
2025-06-17 15:18:32,075 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:32,083 p=264559 u=bill n=ansible INFO| TASK [common : Copy bashrc for Bill] **************************************************************************
2025-06-17 15:18:32,473 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:32,487 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:32,488 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:32,489 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:32,655 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:32,802 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:32,817 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:32,823 p=264559 u=bill n=ansible INFO| TASK [common : Ensure sudo rights for Bill] *******************************************************************
2025-06-17 15:18:33,129 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:33,164 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:33,172 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:33,186 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:33,280 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:33,425 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:33,456 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:33,463 p=264559 u=bill n=ansible INFO| TASK [common : Configure SSH daemon] **************************************************************************
2025-06-17 15:18:33,791 p=264559 u=bill n=ansible INFO| changed: [wg]
2025-06-17 15:18:33,809 p=264559 u=bill n=ansible INFO| changed: [photoprism]
2025-06-17 15:18:33,830 p=264559 u=bill n=ansible INFO| changed: [desktop]
2025-06-17 15:18:33,830 p=264559 u=bill n=ansible INFO| changed: [bazarr]
2025-06-17 15:18:33,884 p=264559 u=bill n=ansible INFO| changed: [samsung]
2025-06-17 15:18:34,118 p=264559 u=bill n=ansible INFO| changed: [sonarr]
2025-06-17 15:18:34,146 p=264559 u=bill n=ansible INFO| changed: [paperless]
2025-06-17 15:18:34,153 p=264559 u=bill n=ansible INFO| TASK [common : Ensure SSH service is running and enabled] *****************************************************
2025-06-17 15:18:34,611 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:34,668 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:34,669 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:34,671 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:34,839 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:34,873 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:34,937 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:34,943 p=264559 u=bill n=ansible INFO| TASK [common : users | hal | create user] *********************************************************************
2025-06-17 15:18:35,125 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:35,143 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:35,145 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:35,166 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:35,170 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:35,298 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:35,311 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:35,317 p=264559 u=bill n=ansible INFO| TASK [common : users | hal | add sudoers file] ****************************************************************
2025-06-17 15:18:35,619 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:35,636 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:35,640 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:35,657 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:35,722 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:35,909 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:35,922 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:35,928 p=264559 u=bill n=ansible INFO| TASK [common : Ensure app user exists as a system user] *******************************************************
2025-06-17 15:18:35,956 p=264559 u=bill n=ansible INFO| skipping: [wg]
2025-06-17 15:18:35,969 p=264559 u=bill n=ansible INFO| skipping: [desktop]
2025-06-17 15:18:35,992 p=264559 u=bill n=ansible INFO| skipping: [samsung]
2025-06-17 15:18:36,016 p=264559 u=bill n=ansible INFO| skipping: [paperless]
2025-06-17 15:18:36,109 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:36,144 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:36,161 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:36,167 p=264559 u=bill n=ansible INFO| TASK [common : Add app user to specified groups] **************************************************************
2025-06-17 15:18:36,200 p=264559 u=bill n=ansible INFO| skipping: [wg]
2025-06-17 15:18:36,224 p=264559 u=bill n=ansible INFO| skipping: [desktop]
2025-06-17 15:18:36,237 p=264559 u=bill n=ansible INFO| skipping: [samsung]
2025-06-17 15:18:36,264 p=264559 u=bill n=ansible INFO| skipping: [paperless]
2025-06-17 15:18:36,353 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:36,451 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:36,463 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:36,470 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | ensure group ansible exists] ***************************************************
2025-06-17 15:18:36,604 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:36,621 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:36,629 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:36,650 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:36,727 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:36,749 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:36,771 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:36,777 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | ensure ansible is the latest version] ******************************************
2025-06-17 15:18:37,411 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:37,453 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:37,502 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:37,603 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:37,674 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:38,132 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:38,231 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:38,238 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | install required packages] *****************************************************
2025-06-17 15:18:38,904 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:38,964 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:39,061 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:39,065 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:39,096 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:39,603 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:39,669 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:39,675 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | install acl package] ***********************************************************
2025-06-17 15:18:40,331 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:40,379 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:40,382 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:40,485 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:40,505 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:41,111 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:41,165 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:41,171 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | create ansible log file] *******************************************************
2025-06-17 15:18:41,310 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:41,337 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:41,341 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:41,359 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:41,443 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:41,469 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:41,488 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:41,495 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | add logrotate config for ansible log file] *************************************
2025-06-17 15:18:41,797 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:41,813 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:41,823 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:41,886 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:41,886 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:42,075 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:42,107 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:42,113 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | remove default ansible directory (/etc/ansible) from host] *********************
2025-06-17 15:18:42,253 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:42,271 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:42,273 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:42,300 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:42,384 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:42,400 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:42,404 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:42,410 p=264559 u=bill n=ansible INFO| TASK [common : ansible setup | generate provision script from template] ***************************************
2025-06-17 15:18:42,740 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:42,757 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:42,770 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:42,780 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:42,809 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:43,036 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:43,065 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:43,072 p=264559 u=bill n=ansible INFO| TASK [common : Ensure pip3 and pipx are installed] ************************************************************
2025-06-17 15:18:43,738 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:43,873 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:43,879 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:43,885 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:43,931 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:44,466 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:44,627 p=264559 u=bill n=ansible INFO| ok: [paperless]
2025-06-17 15:18:44,635 p=264559 u=bill n=ansible INFO| TASK [common : Ensure psutil is installed] ********************************************************************
2025-06-17 15:18:45,293 p=264559 u=bill n=ansible INFO| ok: [desktop]
2025-06-17 15:18:45,350 p=264559 u=bill n=ansible INFO| ok: [wg]
2025-06-17 15:18:45,395 p=264559 u=bill n=ansible INFO| ok: [samsung]
2025-06-17 15:18:45,438 p=264559 u=bill n=ansible INFO| ok: [photoprism]
2025-06-17 15:18:45,466 p=264559 u=bill n=ansible INFO| ok: [bazarr]
2025-06-17 15:18:46,053 p=264559 u=bill n=ansible INFO| ok: [sonarr]
2025-06-17 15:18:46,108 p=264559 u=bill n=ansible INFO| ok: [paperless]
